Column 1,Column 2,BLEURT_Gemini_Culture-aware,BERTScore_Gemini_Culture-aware,BLEURT_Gemini_Title and Synopsis,BERTScore_Gemini_Title and Synopsis,BLEURT_Gemini_Title-only,BERTScore_Gemini_Title-only,BLEURT_gpt_Culture-aware,BERTScore_gpt_Culture-aware,BLEURT_gpt_Title_and_Synopsis,BERTScore_gpt_Title_and_Synopsis,BLEURT_gpt_Title-only,BERTScore_gpt_Title-only,BLEURT_Llama_Culture-aware,BERTScore_Llama_Culture-aware,BLEURT_Llama_Title_and_Synopsis,BERTScore_Llama_Title_and_Synopsis,BLEURT_Llama_Title-only,BERTScore_Llama_Title-only
Huang Feihong: The Black Yamen,黄飞鸿之黑衙门,-0.4294823408126831,0.892548680305481,0.43434208631515503,0.9337673783302307,0.1873062551021576,0.9018782377243042,-0.5686734318733215,0.884097158908844,0.43434208631515503,0.9337674379348755,0.43434208631515503,0.9337673783302307,-1.3969939947128296,0.8355178236961365,-1.3887234926223755,0.8357215523719788,-1.4434828758239746,0.8365411162376404
Immortal Demon Slayer,悟空傳,-1.4305591583251953,0.8405497074127197,-1.4459391832351685,0.8256736397743225,-1.2693164348602295,0.8502163887023926,-1.311126708984375,0.8334998488426208,-1.4459391832351685,0.8256736397743225,-1.2693164348602295,0.8502163887023926,-1.4351431131362915,0.8243077993392944,-1.2963292598724365,0.8745216131210327,-1.2963292598724365,0.8745216727256775
True Legend,苏乞儿,-1.4349417686462402,0.8465171456336975,-1.5713330507278442,0.8322070837020874,-1.5379767417907715,0.824362576007843,-1.5816370248794556,0.8318549394607544,-1.5713330507278442,0.8322070837020874,-1.3904666900634766,0.8295634388923645,-1.5226483345031738,0.8246813416481018,-1.470599889755249,0.8430635333061218,-1.443509817123413,0.8530899286270142
Monkey King: Hero Is Back,西游记之大圣归来,-1.7044885158538818,0.8278722763061523,-1.3070273399353027,0.8736950755119324,-1.2427388429641724,0.8763079643249512,0.4118649959564209,0.9358899593353271,1.0609220266342163,1.0000001192092896,-1.2685999870300293,0.8710750341415405,-0.125104159116745,0.8979045748710632,-0.6307446360588074,0.8905115723609924,1.0609220266342163,1.0000001192092896
"The Pig, the Snake and the Pigeon",周處除三害,-1.4732776880264282,0.8441675305366516,0.9317800998687744,0.9999999403953552,-1.496633529663086,0.8296217918395996,-1.520832896232605,0.8371796607971191,-0.27237826585769653,0.9502514004707336,-1.46930730342865,0.8293015360832214,-1.5695911645889282,0.8305549621582031,-1.6315855979919434,0.7978401780128479,-1.6425706148147583,0.7976668477058411
The Great Dream of Liaozhai,大梦聊斋,-1.159547209739685,0.8627310395240784,0.47290951013565063,0.9682299494743347,-0.6405259370803833,0.9213520288467407,-0.3999928832054138,0.9220086336135864,0.9543152451515198,1.0,0.9543152451515198,1.0,-1.5142196416854858,0.8584165573120117,-1.3042179346084595,0.8471965193748474,-1.0438119173049927,0.8361943960189819
The Yin-Yang Master: Dream of Eternity,晴雅集,-1.6479939222335815,0.835784912109375,0.968595027923584,1.0,0.968595027923584,1.0000001192092896,-1.4302334785461426,0.8534688949584961,0.968595027923584,1.0000001192092896,-1.527663230895996,0.8293566107749939,-1.069422960281372,0.8674471974372864,-1.434009075164795,0.8267027139663696,-1.3842854499816895,0.8517569303512573
Black Dog,狗阵,-1.1775908470153809,0.8566380739212036,-1.1647520065307617,0.8629206418991089,-1.3133972883224487,0.8722659349441528,-1.4526387453079224,0.8427973389625549,1.0290626287460327,0.9999997615814209,-1.0920684337615967,0.8657621741294861,-1.1408426761627197,0.8643196225166321,-1.2742966413497925,0.8664804100990295,-1.0093472003936768,0.8449245095252991
GATAO: Big Brothers,角頭－鬥陣欸,-1.0267808437347412,0.8860209584236145,-1.2883614301681519,0.8861883282661438,-0.968081533908844,0.887532651424408,-1.078317642211914,0.8933773636817932,-1.2185375690460205,0.8952344655990601,-1.432488203048706,0.8438637256622314,-1.1543796062469482,0.8232114315032959,-1.3841904401779175,0.8836297988891602,-1.5490429401397705,0.8189934492111206
Hero,英雄,-1.077996015548706,0.8758606910705566,0.9952295422554016,1.0000001192092896,0.9952295422554016,1.0000001192092896,-0.7334537506103516,0.8351294994354248,0.9952295422554016,1.0,0.9952295422554016,1.0000001192092896,-0.5887575745582581,0.8252549171447754,0.9952295422554016,1.0000001192092896,0.9952295422554016,1.0000001192092896
周处除三嗨,周处除三嗨,-0.8904212117195129,0.7616834044456482,-1.5514700412750244,0.774949312210083,-1.6252062320709229,0.7511767148971558,-0.8904212117195129,0.761683464050293,-1.5514700412750244,0.7749493718147278,-1.4028596878051758,0.7559364438056946,-0.8904212117195129,0.7616834044456482,-1.5514700412750244,0.774949312210083,-0.7782180309295654,0.766609787940979
Dongji Rescue,东极岛,-1.1678657531738281,0.8365609645843506,-0.3625395894050598,0.9057464003562927,-0.3625395894050598,0.9057464003562927,-1.3909873962402344,0.8141852021217346,-0.3625395894050598,0.905746340751648,-1.1797701120376587,0.8277336955070496,-0.9700844287872314,0.8346697688102722,-0.3625395894050598,0.9057464003562927,-1.2245023250579834,0.836389422416687
A Tale of Three Cities,三城记,0.11648598313331604,0.9167743921279907,0.9994263052940369,1.000000238418579,-1.0173702239990234,0.8740532994270325,0.2401697039604187,0.9319616556167603,0.6394503712654114,0.9187829494476318,0.6394503712654114,0.9187829494476318,0.027381788939237595,0.810267448425293,-0.247592031955719,0.900543212890625,0.17481577396392822,0.8976867198944092
Wushu,武术之少年行,-1.722538709640503,0.9268392324447632,-0.3421285152435303,0.933468759059906,-1.4104268550872803,0.8697882890701294,-1.326470136642456,0.8672396540641785,-1.1181100606918335,0.9378753900527954,-1.0881266593933105,0.8077741861343384,-0.7980963587760925,0.7899484038352966,-0.9166432619094849,0.7765042185783386,-0.8064598441123962,0.9533056616783142
Still Life,三峡好人,-1.7522011995315552,0.8383302092552185,-1.7784326076507568,0.8415111303329468,1.1173124313354492,0.9999998211860657,-1.5326615571975708,0.8401762843132019,1.1173124313354492,0.9999998211860657,1.1173124313354492,0.9999998211860657,-1.6812622547149658,0.8303132653236389,-1.8518122434616089,0.8056541681289673,-1.5198237895965576,0.7962464690208435
The Chinese Widow,烽火芳菲,-1.5545129776000977,0.8411975502967834,-0.27995792031288147,0.9311844110488892,-1.5430537462234497,0.8353824019432068,-1.8025550842285156,0.8202159404754639,1.0381947755813599,0.9999999403953552,-1.2767746448516846,0.8561667203903198,-1.7379422187805176,0.8523550033569336,-1.537533164024353,0.8460267782211304,-1.4522746801376343,0.8317543268203735
New Gods: Nezha Reborn,新神榜：哪吒重生,-1.4794104099273682,0.8181144595146179,1.0366179943084717,1.0,0.8901436924934387,0.9820135235786438,0.20369774103164673,0.9276894927024841,1.0366179943084717,1.0,1.0366179943084717,1.0,-0.9997708201408386,0.8536965847015381,1.0366179943084717,1.0,-0.7591150999069214,0.8715304136276245
The Promise,无极,-1.0880216360092163,0.885185718536377,-1.2761054039001465,0.8677247762680054,0.9983498454093933,1.0,-0.19652482867240906,0.8948119282722473,0.9983498454093933,1.0,0.9983498454093933,1.0,-0.739495038986206,0.9085354804992676,-1.6000392436981201,0.8557182550430298,-1.5128639936447144,0.8859933018684387
A Year in the Clouds,司馬庫斯,-1.4814209938049316,0.8283557295799255,-1.5027339458465576,0.7878488898277283,-1.5027339458465576,0.7878488898277283,-1.42702317237854,0.8637471795082092,-1.5027339458465576,0.7878488302230835,-1.5027339458465576,0.7878488898277283,-1.1640034914016724,0.8963538408279419,-1.5027339458465576,0.7878488898277283,-2.1975467205047607,0.8385232090950012
Master Of The Shadowless Kick: Wong Kei-Ying,擎天無影腳黃麒英,-1.4952960014343262,0.8219967484474182,-0.3764185309410095,0.9103711843490601,-0.6364585757255554,0.9423328638076782,0.07604403793811798,0.9384946823120117,-0.9101570844650269,0.8969804048538208,-0.8690697550773621,0.909153163433075,-1.207468032836914,0.8778777718544006,-1.3519909381866455,0.8531641960144043,-1.2808656692504883,0.8475062251091003
Monster Hunt,捉妖记,-0.8512128591537476,0.8799885511398315,1.0372980833053589,0.9999998807907104,1.0372980833053589,0.9999998807907104,0.5233625173568726,0.8936899900436401,1.0372980833053589,0.9999998807907104,1.0372980833053589,0.9999998807907104,-0.5823495984077454,0.8361520171165466,1.0372980833053589,0.9999998807907104,-0.6812947392463684,0.8381023406982422
Sparkling Red Star,闪闪的红星 孩子的天空,-1.132246971130371,0.8868120908737183,-0.7471503615379333,0.9389962553977966,-0.8470534682273865,0.8781937956809998,-1.449387788772583,0.8254624009132385,-1.0549085140228271,0.934208333492279,-1.0838863849639893,0.8778969645500183,-1.1361843347549438,0.8225255012512207,0.7119618058204651,0.8829439878463745,-0.7952262759208679,0.8552999496459961
Wonderful! Liang Xi Mei,旺得福梁细妹,-0.40305155515670776,0.8884139060974121,0.7504298090934753,0.9424063563346863,0.5659419894218445,0.9089928269386292,-1.105583667755127,0.850614070892334,1.051887035369873,0.9999999403953552,0.12664885818958282,0.8582213521003723,-1.2004483938217163,0.7644439339637756,-0.4561689496040344,0.9172443151473999,-0.4561689496040344,0.8855352401733398
Saturday Fiction,兰心大剧院,-1.591620683670044,0.8339531421661377,-1.364471197128296,0.8018661141395569,1.0249826908111572,1.0,-1.7411775588989258,0.8154282569885254,1.0249826908111572,0.9999999403953552,-1.5960934162139893,0.7712157964706421,-1.6335225105285645,0.8532118797302246,-1.7322136163711548,0.8174750208854675,-1.6702409982681274,0.8209024667739868
The Sacrifice,金刚川,-1.084630012512207,0.875555157661438,-1.228814721107483,0.8465198874473572,0.9884399771690369,1.0000001192092896,-1.2816108465194702,0.8382760882377625,0.9884399771690369,1.0000001192092896,-1.8076391220092773,0.8516848683357239,-1.5562331676483154,0.8674278259277344,-1.5525277853012085,0.8685329556465149,-1.3658626079559326,0.7381446361541748
The Traveller,异人之下,-0.9256724119186401,0.8430344462394714,-1.9760639667510986,0.8495632410049438,-1.4731757640838623,0.8532660603523254,-1.3219759464263916,0.82500821352005,-1.8045930862426758,0.8136388659477234,-0.8328302502632141,0.8696284890174866,-1.06614089012146,0.839514970779419,-0.91344153881073,0.8733231425285339,0.08940368890762329,0.8821112513542175
Mulan Angels 2: Treasure Map,木兰特工之藏宝图,-0.9009369015693665,0.8850377798080444,-0.12468944489955902,0.9384896159172058,-0.3885997533798218,0.9054365158081055,-0.47962427139282227,0.8962221741676331,-0.12468944489955902,0.9384896159172058,-0.31819969415664673,0.9277594685554504,-0.7767340540885925,0.8627344369888306,-0.39703813195228577,0.9183574318885803,-1.4668031930923462,0.8415825366973877
Youth,芳华,-0.23344379663467407,0.9584754109382629,0.9299280643463135,1.0000001192092896,0.9299280643463135,1.0000001192092896,-1.5640228986740112,0.8380398154258728,0.9299280643463135,1.0000001192092896,0.9299280643463135,1.0000001192092896,-0.12458544969558716,0.8789144158363342,0.9299280643463135,1.0000001192092896,0.9299280643463135,1.0000001192092896
Return to Lanruo Temple,兰若行者,-1.6045842170715332,0.8461964726448059,-1.3730002641677856,0.8262915015220642,-1.4813036918640137,0.8495985865592957,-1.2671842575073242,0.8879314661026001,-1.2480534315109253,0.9046133756637573,-1.3730002641677856,0.8262915015220642,-1.4448049068450928,0.8489609956741333,-1.6740936040878296,0.8376424908638,-1.6041226387023926,0.8425939679145813
160 Years Old,雨打芭蕉,-0.9708372950553894,0.833714485168457,-1.8194606304168701,0.8259028196334839,-1.8760318756103516,0.8070909380912781,-1.8907194137573242,0.8057430982589722,-1.8597666025161743,0.8276358246803284,-1.8411767482757568,0.8146749138832092,-1.691528081893921,0.8156119585037231,-1.8400179147720337,0.8172083497047424,-1.7852035760879517,0.8262179493904114
The Iron Coffin of Western Xia,洗冤录之西夏铁棺,-1.4819003343582153,0.8295652866363525,0.45616498589515686,0.9451489448547363,-0.6292635798454285,0.9174207448959351,0.5154686570167542,0.9624210596084595,0.04541782662272453,0.9587299227714539,-0.8372659087181091,0.9175323247909546,0.9184897541999817,0.9894996285438538,0.45616498589515686,0.9451489448547363,-0.9624912142753601,0.895112931728363
White Snake: Afloat,白蛇：浮生,-0.5278328061103821,0.8946866393089294,-0.8387153148651123,0.8755459189414978,-0.4436384439468384,0.9095150828361511,-1.0480148792266846,0.8699182868003845,-0.5936072468757629,0.921317994594574,-0.4436384439468384,0.9095150828361511,-0.9079110026359558,0.863996148109436,-0.6185011267662048,0.8864091038703918,-0.7183899879455566,0.9152441620826721
The Fatality,絕魂印,-0.7577248215675354,0.8638458251953125,-1.6578166484832764,0.8568900227546692,-1.446375846862793,0.8578384518623352,-1.494049072265625,0.8274417519569397,-1.4170316457748413,0.8587467074394226,-1.4493848085403442,0.8278715014457703,-0.9801990389823914,0.8373011946678162,-1.617299199104309,0.8507797122001648,-1.5825560092926025,0.8338415622711182
The Myth,神話,-1.0522232055664062,0.891341507434845,0.9325215220451355,1.0000001192092896,0.9325215220451355,1.0000001192092896,-0.2211323082447052,0.8685948252677917,0.9325215220451355,1.0000001192092896,0.9325215220451355,1.0000001192092896,-0.513022780418396,0.8693118095397949,0.29064151644706726,0.9410529136657715,0.4701260030269623,0.8968725800514221
Free as Love,浮生若夢,-1.1970131397247314,0.8424688577651978,-1.2213983535766602,0.8402677774429321,-1.2838637828826904,0.8392840623855591,-1.4689531326293945,0.8241163492202759,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-0.9982239603996277,0.8665075898170471
Taishan Kung Fu,泰山功夫,-0.7000759840011597,0.9133676886558533,1.0365688800811768,0.9999999403953552,-1.1088802814483643,0.8757085204124451,-0.6768524050712585,0.8229565620422363,-0.5795877575874329,0.8277800679206848,-1.1088802814483643,0.8757085204124451,-1.418222427368164,0.794601559638977,-0.227353036403656,0.8573563694953918,-0.46990448236465454,0.789106547832489
The Ghost Story: Lin Suk,聊齋艷譚：连锁,-0.7694454193115234,0.8435075879096985,-0.46712246537208557,0.8493706583976746,-1.3853460550308228,0.8140764832496643,-1.301879644393921,0.7976438999176025,-1.5596281290054321,0.8153426647186279,-1.5596281290054321,0.8153426647186279,-0.5783546566963196,0.8565466403961182,-0.7068875432014465,0.8370271921157837,-0.5260515809059143,0.8447728157043457
The Warlords,投名狀,-1.034396767616272,0.8767474889755249,0.9836240410804749,1.0,0.9836240410804749,1.0,-1.4802912473678589,0.8385668396949768,0.9836240410804749,1.0,-1.7006694078445435,0.8733097314834595,-1.304396152496338,0.8635891079902649,0.17231673002243042,0.9527725577354431,-1.1363306045532227,0.8797875046730042
Reign of Assassins,剑雨,-0.8559014201164246,0.8359331488609314,1.0222141742706299,1.0,-0.4782567322254181,0.9310879707336426,-1.5768682956695557,0.8174091577529907,1.0222141742706299,1.0,-1.2526360750198364,0.8492774367332458,-0.9280131459236145,0.9304088950157166,-0.9280131459236145,0.9304088950157166,-1.4384019374847412,0.7774592041969299
Ma Yongzhen: Duel in Zhabei,马永贞之闸北决,-1.4732893705368042,0.8315629363059998,0.6579926013946533,0.9859901666641235,0.5002931952476501,0.9752793312072754,-0.04398781433701515,0.9210085272789001,0.307258665561676,0.9623463749885559,0.17534591257572174,0.9608162045478821,-1.0313552618026733,0.900658369064331,-0.3450573980808258,0.9444184899330139,-1.0959692001342773,0.8723355531692505
Nine Colors Deer King,九色鹿王·前尘,-1.0032919645309448,0.8911169767379761,-0.46813052892684937,0.9102810621261597,-0.8421604037284851,0.8892180919647217,-0.8085215091705322,0.8736478090286255,-0.872607946395874,0.8841134905815125,-1.0316232442855835,0.8710548877716064,-1.0636800527572632,0.8700489401817322,-0.7598905563354492,0.9097999334335327,-0.8294749855995178,0.8945949673652649
Iron Kung Fu Fist,广东十虎：铁拳无敌,-1.599368691444397,0.8491219282150269,-1.1237167119979858,0.8388013243675232,-1.1361963748931885,0.8323439359664917,-1.5375696420669556,0.8490657210350037,-1.3451259136199951,0.8569415211677551,-1.1237167119979858,0.8388013243675232,-0.9918360710144043,0.8740301728248596,-0.6187334060668945,0.8974747061729431,-1.2585704326629639,0.8710811734199524

